FID,x,y,lslpts
172,2680208.750000000000000,1159852.750000000000000,1
173,2678348.250000000000000,1159860.500000000000000,1
174,2680179.440130000002682,1159827.379209999926388,1
175,2678205.109999999869615,1159861.949999999953434,1
176,2678276.771740000229329,1159861.097830000100657,1
177,2678197.500000000000000,1159861.500000000000000,1
178,2679982.875000000000000,1159869.750000000000000,1
179,2678349.125000000000000,1159865.250000000000000,1
180,2679511.371739999856800,1159872.296859999885783,1
181,2680001.750000000000000,1159882.562500000000000,1
182,2680193.000000000000000,1159876.250000000000000,1
183,2680210.994189999997616,1159880.610469999955967,1
184,2680245.500000000000000,1159883.500000000000000,1
185,2678190.721789999864995,1159878.393350000027567,1
186,2680169.670249999966472,1159883.333030000096187,1
187,2680088.550820000004023,1159885.788239999907091,1
188,2680145.750000000000000,1159893.250000000000000,1
189,2680493.250000000000000,1159897.250000000000000,1
190,2680092.500000000000000,1159856.500000000000000,1
191,2679377.313219999894500,1159898.882179999956861,1
192,2678206.117999999783933,1159891.932109999936074,1
193,2678357.069769999943674,1159904.290700000012293,1
194,2681218.940589999780059,1159905.634959999937564,1
195,2680201.000000000000000,1159908.250000000000000,1
196,2680121.250000000000000,1159910.750000000000000,1
197,2678185.374580000061542,1159904.525750000029802,1
198,2680214.934030000120401,1159904.517359999939799,1
199,2680241.250000000000000,1159907.250000000000000,1
200,2680107.481180000118911,1159908.548389999894425,1
201,2678190.750000000000000,1159916.500000000000000,1
202,2680223.546300000045449,1159916.490740000037476,1
203,2680137.896339999977499,1159919.920729999896139,1
204,2678357.992420000024140,1159923.795450000092387,1
205,2678202.049999999813735,1159925.073080000001937,1
206,2678354.375000000000000,1159929.250000000000000,1
207,2679914.983609999995679,1159929.811479999916628,1
208,2678195.569199999794364,1159933.174110000021756,1
209,2680122.000000000000000,1159935.000000000000000,1
210,2680229.206139999907464,1159936.407889999914914,1
211,2680105.222219999879599,1159941.555560000007972,1
212,2679261.250000000000000,1159946.875000000000000,1
213,2678189.755880000069737,1159945.750000000000000,1
214,2679814.000000000000000,1159943.250000000000000,1
215,2680121.750000000000000,1159952.750000000000000,1
216,2680336.405650000087917,1159990.055600000079721,1
217,2678285.720590000040829,1159971.102939999895170,1
218,2680263.270829999819398,1159969.409720000112429,1
219,2679695.296879999805242,1159970.755210000090301,1
220,2680215.975000000093132,1159972.040000000037253,1
221,2679441.213380000088364,1159972.276809999952093,1
222,2680334.808430000208318,1159994.916710000019521,1
223,2679522.250000000000000,1159975.250000000000000,1
224,2680487.118420000188053,1159977.907889999914914,1
225,2679366.894199999980628,1159893.523969999980181,1
226,2680130.423080000095069,1159978.980770000023767,1
227,2679356.500000000000000,1159977.250000000000000,1
228,2680140.026639999821782,1159973.575399999972433,1
229,2681186.000000000000000,1159977.250000000000000,1
230,2679482.603660000022501,1159981.243899999884889,1
231,2679494.988640000112355,1159981.113640000112355,1
232,2679464.894880000036210,1159979.961820000084117,1
233,2679475.636359999887645,1159990.931820000056177,1
234,2680545.013160000089556,1159992.776319999946281,1
235,2679522.081710000056773,1159992.506100000115111,1
236,2679640.973679999820888,1159994.065789999905974,1
237,2679348.091169999912381,1159991.849679999984801,1
238,2679503.445119999814779,1159996.847559999907389,1
239,2679669.212960000149906,1159996.509259999962524,1
240,2679263.795450000092387,1160000.568179999943823,1
241,2680183.372719999868423,1159968.742480000015348,1
242,2679501.385590000078082,1160001.343219999922439,1
243,2680550.290229999925941,1159999.646549999946728,1
244,2680504.352340000215918,1160003.165199999930337,1
245,2679282.868280000053346,1160005.352149999933317,1
246,2680191.582150000147521,1159992.950309999985620,1
247,2679408.125000000000000,1159998.500000000000000,1
248,2679258.000000000000000,1160009.250000000000000,1
249,2680252.137099999934435,1160011.750000000000000,1
250,2679271.035159999970347,1160010.566409999970347,1
251,2679233.077870000153780,1160013.053280000109226,1
252,2679255.334999999962747,1160019.804999999934807,1
253,2681861.462330000009388,1160022.071920000016689,1
254,2679286.875000000000000,1160015.250000000000000,1
255,2680654.984619999770075,1160038.444230000022799,1
256,2680666.960839999839664,1160040.503010000102222,1
257,2680581.473350000102073,1160020.102939999895170,1
258,2680551.271740000229329,1160045.152169999899343,1
259,2679428.545450000092387,1160050.454549999907613,1
260,2680493.500000000000000,1160049.500000000000000,1
261,2679565.479999999981374,1160051.000000000000000,1
262,2680578.803069999907166,1160029.055260000051931,1
263,2680358.284030000213534,1160017.029919999884441,1
264,2680489.728130000177771,1160057.506559999892488,1
265,2679580.750000000000000,1160060.000000000000000,1
266,2679587.250000000000000,1160066.500000000000000,1
267,2680507.314609999768436,1160065.561310000019148,1
268,2680433.487869999837130,1160042.293689999962226,1
269,2681158.000000000000000,1160090.500000000000000,1
270,2681193.692309999838471,1160092.519229999976233,1
271,2680699.500000000000000,1160101.250000000000000,1
272,2680682.083329999819398,1160101.608969999942929,1
273,2679363.375000000000000,1160125.895830000052229,1
274,2681513.250000000000000,1160136.000000000000000,1
275,2679436.041559999808669,1160088.189179999986663,1
276,2681452.164359999820590,1160151.971219999948516,1
277,2680734.125000000000000,1160157.000000000000000,1
278,2679482.250000000000000,1160196.691859999904409,1
279,2679497.385780000127852,1160200.954739999957383,1
280,2679484.500000000000000,1160203.000000000000000,1
281,2679518.938190000131726,1160221.068269999930635,1
282,2679489.284150000195950,1160227.554879999952391,1
283,2679426.322730000130832,1160234.649999999906868,1
284,2679192.270000000018626,1160239.149999999906868,1
285,2679353.540430000051856,1160279.215360000031069,1
286,2679539.303849999792874,1160235.307689999928698,1
287,2679172.146550000179559,1160242.698279999895021,1
288,2679413.661760000046343,1160248.730389999924228,1
289,2679529.625000000000000,1160248.000000000000000,1
290,2679318.200000000186265,1160253.883330000098795,1
291,2679432.625000000000000,1160257.000000000000000,1
292,2679024.500000000000000,1160258.250000000000000,1
293,2679360.908929999917746,1160270.775170000037178,1
294,2679387.875000000000000,1160269.250000000000000,1
295,2679402.875000000000000,1160270.000000000000000,1
296,2680436.661290000192821,1160271.536289999959990,1
297,2680457.450000000186265,1160274.925000000046566,1
298,2679406.706900000106543,1160276.706900000106543,1
299,2679422.750000000000000,1160277.000000000000000,1
300,2679382.260420000180602,1160279.515630000038072,1
301,2678756.027029999997467,1160280.689190000062808,1
302,2679350.653770000208169,1160262.384940000018105,1
303,2679402.000000000000000,1160281.250000000000000,1
304,2679011.250000000000000,1160279.000000000000000,1
305,2678679.554580000229180,1160393.207720000064000,1
306,2679047.047300000209361,1160283.425680000102147,1
307,2679406.250000000000000,1160285.211540000047535,1
308,2679032.350000000093132,1160284.394439999945462,1
309,2679433.299180000089109,1160287.381150000030175,1
310,2678996.762500000186265,1160285.862500000046566,1
311,2679411.975490000098944,1160287.289219999918714,1
312,2678880.587840000167489,1160292.344590000109747,1
313,2679410.250000000000000,1160295.500000000000000,1
314,2678728.126070000231266,1160293.938030000077561,1
315,2678897.129519999958575,1160296.069279999937862,1
316,2679365.125000000000000,1160291.000000000000000,1
317,2679362.875000000000000,1160299.750000000000000,1
318,2679381.500000000000000,1160297.250000000000000,1
319,2679042.733870000112802,1160300.040319999912754,1
320,2679246.678569999989122,1160300.940480000106618,1
321,2679316.317460000049323,1160300.452379999915138,1
322,2679372.619570000097156,1160303.619570000097156,1
323,2678963.125000000000000,1160304.250000000000000,1
324,2678716.875000000000000,1160307.500000000000000,1
325,2679005.560339999850839,1160307.112070000031963,1
326,2680515.026599999982864,1160312.537229999899864,1
327,2679183.808819999918342,1160315.250000000000000,1
328,2679250.016059999819845,1160313.589450000086799,1
329,2679270.500000000000000,1160316.250000000000000,1
330,2678975.722049999982119,1160314.448760000057518,1
331,2679197.876709999982268,1160316.571920000016689,1
332,2679001.125000000000000,1160311.750000000000000,1
333,2679302.188480000011623,1160313.115230000112206,1
334,2679006.128570000175387,1160322.050000000046566,1
335,2679317.625000000000000,1160324.500000000000000,1
336,2679261.201750000007451,1160320.026319999946281,1
337,2678561.125000000000000,1160323.750000000000000,1
338,2678958.657949999906123,1160314.800329999998212,1
339,2679321.500000000000000,1160329.500000000000000,1
340,2679307.375000000000000,1160331.250000000000000,1
341,2678703.526599999982864,1160335.760639999993145,1
342,2679090.000000000000000,1160334.250000000000000,1
343,2678891.468750000000000,1160337.875000000000000,1
344,2679209.111610000021756,1160337.767860000021756,1
345,2679215.968750000000000,1160339.885419999947771,1
346,2679195.062500000000000,1160340.166669999947771,1
347,2678870.500000000000000,1160341.250000000000000,1
348,2679327.125000000000000,1160338.250000000000000,1
349,2680475.034909999929368,1160244.013210000004619,1
350,2678680.512889999896288,1160342.182989999884740,1
351,2679063.824070000089705,1160343.638890000060201,1
352,2679317.562500000000000,1160342.497019999893382,1
353,2678571.500000000000000,1160349.750000000000000,1
354,2679085.884229999966919,1160349.360739999916404,1
355,2679037.164470000192523,1160348.991780000040308,1
356,2678631.601970000192523,1160355.644739999901503,1
357,2679039.610890000127256,1160364.401210000040010,1
358,2678539.985290000215173,1160368.044119999976829,1
359,2678637.517659999895841,1160367.868960000108927,1
360,2678541.500000000000000,1160370.750000000000000,1
361,2678580.897059999871999,1160377.808819999918342,1
362,2678666.538459999952465,1160379.134619999909773,1
363,2679111.283650000113994,1160381.649040000047535,1
364,2679212.645949999801815,1160375.368920000037178,1
365,2678590.675760000012815,1160370.815729999914765,1
366,2678577.693890000227839,1160387.655749999918044,1
367,2679288.879999999888241,1160388.909999999916181,1
368,2679147.605560000054538,1160391.850000000093132,1
369,2679289.952380000147969,1160392.952379999915138,1
370,2678438.129480000119656,1160388.817590000107884,1
371,2678636.562380000017583,1160388.628239999990910,1
372,2678409.141679999884218,1160396.170720000052825,1
373,2678700.057810000143945,1160392.912160000065342,1
374,2678583.852190000005066,1160396.500000000000000,1
375,2678412.277780000120401,1160399.611109999939799,1
376,2678618.722970000002533,1160399.087839999934658,1
377,2678444.169999999925494,1160401.370000000111759,1
378,2678603.454080000054091,1160401.801019999897107,1
379,2678577.500000000000000,1160402.790000000037253,1
380,2678591.787740000057966,1160401.240569999907166,1
381,2678415.535709999967366,1160404.375000000000000,1
382,2678645.353449999820441,1160403.652299999957904,1
383,2679148.500000000000000,1160403.750000000000000,1
384,2678556.634910000022501,1160406.752300000051036,1
385,2678506.093140000011772,1160408.014710000017658,1
386,2678869.500000000000000,1160408.750000000000000,1
387,2679188.500000000000000,1160401.750000000000000,1
388,2678549.952380000147969,1160410.429960000095889,1
389,2678350.260269999969751,1160409.136990000028163,1
390,2679263.712249999865890,1160405.006909999996424,1
391,2678366.286230000201613,1160410.815219999989495,1
392,2678463.250000000000000,1160399.750000000000000,1
393,2678307.889049999881536,1160410.889050000114366,1
394,2679250.977270000148565,1160413.636359999887645,1
395,2678531.525090000126511,1160414.294269999954849,1
396,2678451.804049999918789,1160414.013509999960661,1
397,2678481.750000000000000,1160417.175000000046566,1
398,2678520.671569999773055,1160414.978760000085458,1
399,2679144.027230000123382,1160413.774750000098720,1
400,2678688.000000000000000,1160418.250000000000000,1
401,2679058.549999999813735,1160420.550000000046566,1
402,2678443.676469999831170,1160420.669119999976829,1
403,2678540.007490000221878,1160417.116360000101849,1
404,2678283.069209999870509,1160422.357340000104159,1
405,2678548.394749999977648,1160422.102759999921545,1
406,2678353.649999999906868,1160429.310000000055879,1
407,2678647.555259999819100,1160429.607890000101179,1
408,2678532.829669999890029,1160429.574179999995977,1
409,2678550.010869999881834,1160433.336959999985993,1
410,2678737.001879999879748,1160430.915409999899566,1
411,2678824.907889999914914,1160436.750000000000000,1
412,2678278.345240000169724,1160437.035709999967366,1
413,2678992.625000000000000,1160443.250000000000000,1
414,2680424.750000000000000,1160444.250000000000000,1
415,2678362.750000000000000,1160443.000000000000000,1
416,2678538.477270000148565,1160445.500000000000000,1
417,2678744.228259999770671,1160445.228260000003502,1
418,2678689.162279999814928,1160445.855260000098497,1
419,2679074.691180000081658,1160450.455880000023171,1
420,2678287.475810000207275,1160452.524190000025555,1
421,2679019.250000000000000,1160446.000000000000000,1
422,2679000.822730000130832,1160449.888180000009015,1
423,2678416.969510000199080,1160453.823169999988750,1
424,2679244.750000000000000,1160449.250000000000000,1
425,2678853.093299999833107,1160451.597580000059679,1
426,2678421.291670000180602,1160459.062500000000000,1
427,2678398.259360000025481,1160456.735020000021905,1
428,2678222.469510000199080,1160470.189019999932498,1
429,2678904.637500000186265,1160469.600000000093132,1
430,2678290.814939999952912,1160474.817299999995157,1
431,2678437.277029999997467,1160470.162160000065342,1
432,2679139.750000000000000,1160471.365380000090227,1
433,2678422.750000000000000,1160472.367649999912828,1
434,2678856.625000000000000,1160466.250000000000000,1
435,2679234.631359999999404,1160472.487290000077337,1
436,2678270.062030000146478,1160472.370300000067800,1
437,2679051.297619999852031,1160477.083330000052229,1
438,2678779.319850000087172,1160475.731619999976829,1
439,2678776.812500000000000,1160478.625000000000000,1
440,2678422.750000000000000,1160479.000000000000000,1
441,2678903.392860000021756,1160479.571430000010878,1
442,2678738.412070000078529,1160472.977590000024065,1
443,2678262.250000000000000,1160481.000000000000000,1
444,2678341.141299999784678,1160483.489129999885336,1
445,2678444.180559999775141,1160482.106480000074953,1
446,2678483.177350000012666,1160480.510680000064895,1
447,2678580.881579999811947,1160486.855260000098497,1
448,2678926.856060000136495,1160486.916669999947771,1
449,2678221.375000000000000,1160488.000000000000000,1
450,2678530.118059999775141,1160486.152779999887571,1
451,2679207.250000000000000,1160487.500000000000000,1
452,2678880.193179999943823,1160490.818179999943823,1
453,2678488.792109999805689,1160490.434210000094026,1
454,2678540.474770000204444,1160490.139909999910742,1
455,2679240.030700000002980,1160492.399119999958202,1
456,2678223.375000000000000,1160492.750000000000000,1
457,2678246.867649999912828,1160494.455880000023171,1
458,2678230.513640000019222,1160493.759090000065044,1
459,2678701.080000000074506,1160494.310000000055879,1
460,2678471.323170000221580,1160493.359759999904782,1
461,2678533.750000000000000,1160496.000000000000000,1
462,2678709.250000000000000,1160496.000000000000000,1
463,2678455.572579999919981,1160499.814520000014454,1
464,2678897.500000000000000,1160496.250000000000000,1
465,2678738.500000000000000,1160491.500000000000000,1
466,2678574.831970000173897,1160499.938520000083372,1
467,2678883.490000000223517,1160500.580000000074506,1
468,2678720.500000000000000,1160504.000000000000000,1
469,2678444.946969999931753,1160504.628789999987930,1
470,2678735.625000000000000,1160505.750000000000000,1
471,2678685.500000000000000,1160496.000000000000000,1
472,2678483.050400000065565,1160502.655139999929816,1
473,2678606.765149999875575,1160506.492420000024140,1
474,2678352.375000000000000,1160507.750000000000000,1
475,2678785.259049999993294,1160509.466199999907985,1
476,2678963.485290000215173,1160510.838239999953657,1
477,2678484.000000000000000,1160511.500000000000000,1
478,2678710.500000000000000,1160510.750000000000000,1
479,2678467.153849999886006,1160511.923080000095069,1
480,2678478.083329999819398,1160514.694439999992028,1
481,2678780.809320000000298,1160514.648310000076890,1
482,2678502.875000000000000,1160512.750000000000000,1
483,2678329.525009999983013,1160496.191619999939576,1
484,2678736.750000000000000,1160513.000000000000000,1
485,2678578.125000000000000,1160514.000000000000000,1
486,2678330.652790000196546,1160500.916620000032708,1
487,2678638.610909999813884,1160517.556950000114739,1
488,2678739.309140000026673,1160525.131719999946654,1
489,2678588.113419999834150,1160510.797759999986738,1
490,2679162.483330000191927,1160527.511900000041351,1
491,2678578.765629999805242,1160529.828130000038072,1
492,2678901.486839999910444,1160530.144739999901503,1
493,2678952.500000000000000,1160527.500000000000000,1
494,2678639.446969999931753,1160530.810610000044107,1
495,2678648.369570000097156,1160506.894330000039190,1
496,2678821.500000000000000,1160532.750000000000000,1
497,2678688.981540000066161,1160530.850670000072569,1
498,2678894.353930000215769,1160531.235959999961779,1
499,2678603.955130000133067,1160532.175210000015795,1
500,2678357.494010000023991,1160527.172430000035092,1
501,2679243.481579999905080,1160534.586840000003576,1
502,2678712.686439999844879,1160536.161019999999553,1
503,2678587.375000000000000,1160537.500000000000000,1
504,2678653.532610000111163,1160537.967389999888837,1
505,2678813.803569999989122,1160538.428569999989122,1
506,2678763.000000000000000,1160531.000000000000000,1
507,2679137.718350000213832,1160542.123420000076294,1
508,2678725.280859999824315,1160543.311729999957606,1
509,2678663.169639999978244,1160546.392860000021756,1
510,2678322.875000000000000,1160474.750000000000000,1
511,2678436.766840000171214,1160544.977449999889359,1
512,2678767.160709999967366,1160551.285709999967366,1
513,2678661.365379999857396,1160551.538459999952465,1
514,2678729.747489999979734,1160610.357599999988452,1
515,2678784.323770000133663,1160551.200819999910891,1
516,2678726.948859999887645,1160553.204549999907613,1
517,2678718.405739999841899,1160556.684429999906570,1
518,2678423.000000000000000,1160524.250000000000000,1
519,2679248.790109999943525,1160557.559459999902174,1
520,2678444.243290000129491,1160561.263419999973848,1
521,2678665.000000000000000,1160558.250000000000000,1
522,2678784.500000000000000,1160562.250000000000000,1
523,2679157.289369999896735,1160567.836610000114888,1
524,2678691.000000000000000,1160548.434919999912381,1
525,2678641.500000000000000,1160570.000000000000000,1
526,2678452.816269999835640,1160570.292170000029728,1
527,2678550.206989999860525,1160573.120970000047237,1
528,2678558.375000000000000,1160573.750000000000000,1
529,2678760.762819999828935,1160572.835470000049099,1
530,2678395.048630000092089,1160570.174910000059754,1
531,2679139.905170000158250,1160575.622410000069067,1
532,2678720.250000000000000,1160571.750000000000000,1
533,2679003.500000000000000,1160577.500000000000000,1
534,2678336.474140000063926,1160578.922410000115633,1
535,2678914.475409999955446,1160577.676230000099167,1
536,2678389.049999999813735,1160579.669999999925494,1
537,2679169.865670000202954,1160576.996270000003278,1
538,2679199.000000000000000,1160578.000000000000000,1
539,2678554.375000000000000,1160579.750000000000000,1
540,2678406.111109999939799,1160582.421300000045449,1
541,2678953.385420000180602,1160582.531250000000000,1
542,2679128.000000000000000,1160582.500000000000000,1
543,2679000.172859999816865,1160584.401430000085384,1
544,2679106.607139999978244,1160588.535709999967366,1
545,2679181.531250000000000,1160587.492189999902621,1
546,2678578.500000000000000,1160589.305560000007972,1
547,2678834.928809999953955,1160587.920530000003055,1
548,2678582.111109999939799,1160592.680560000007972,1
549,2678449.537500000093132,1160593.887499999953434,1
550,2679106.201609999872744,1160595.879029999952763,1
551,2678858.527780000120401,1160593.217590000014752,1
552,2678164.976150000002235,1160598.231649999972433,1
553,2678346.988640000112355,1160597.840910000028089,1
554,2678658.125000000000000,1160567.486599999945611,1
555,2679063.513340000063181,1160566.100570000009611,1
556,2678796.938440000172704,1160598.618689999915659,1
557,2678157.934210000094026,1160601.539469999959692,1
558,2679173.331900000106543,1160602.918099999893457,1
559,2679185.500000000000000,1160598.750000000000000,1
560,2678942.250000000000000,1160604.250000000000000,1
561,2678956.539470000192523,1160607.197369999950752,1
562,2678871.566509999800473,1160607.811930000083521,1
563,2679032.174999999813735,1160610.800000000046566,1
564,2678443.185479999985546,1160610.395160000072792,1
565,2678482.923359999898821,1160556.920850000111386,1
566,2678807.720590000040829,1160611.544119999976829,1
567,2679073.873310000170022,1160593.966349999886006,1
568,2679046.931309999898076,1160604.958409999962896,1
569,2678372.310000000055879,1160612.310000000055879,1
570,2678868.700000000186265,1160615.774999999906868,1
571,2678742.074570000171661,1160616.973729999968782,1
572,2678834.019570000004023,1160615.163040000014007,1
573,2678156.276320000179112,1160618.092110000085086,1
574,2679161.906250000000000,1160613.251739999977872,1
575,2679024.055000000167638,1160623.385000000009313,1
576,2678181.969469999894500,1160622.667390000075102,1
577,2678946.207450000103563,1160624.420209999894723,1
578,2679037.411729999817908,1160620.741540000075474,1
579,2678770.595859999768436,1160613.386500000022352,1
580,2678835.677079999819398,1160629.875000000000000,1
