FID,x,y,lslpts
194,2633722.012500000186265,1208181.087499999906868,1
195,2633807.085070000030100,1208181.521170000080019,1
196,2631779.427110000047833,1208185.117980000097305,1
197,2633377.890350000001490,1208191.285089999902993,1
198,2633726.585099999792874,1208194.131719999946654,1
199,2633896.704489999916404,1208191.112889999989420,1
200,2634535.646040000021458,1208193.567830000072718,1
201,2634423.882019999902695,1208186.179440000094473,1
202,2632221.802629999816418,1208205.960530000040308,1
203,2632219.674999999813735,1208207.949999999953434,1
204,2634446.720129999797791,1208194.535159999970347,1
205,2631762.700579999946058,1208216.883510000072420,1
206,2634005.855260000098497,1208214.394099999917671,1
207,2634468.009039999917150,1208225.587349999928847,1
208,2634017.021190000232309,1208230.495760000078008,1
209,2633129.838239999953657,1208232.558819999918342,1
210,2633717.378310000058264,1208224.434320000000298,1
211,2634476.106469999998808,1208239.544999999925494,1
212,2634417.515629999805242,1208247.875000000000000,1
213,2633712.502689999993891,1208253.121079999953508,1
214,2634141.777600000146776,1208259.429530000081286,1
215,2634154.767239999957383,1208266.183459999971092,1
216,2633996.308569999877363,1208263.925120000028983,1
217,2633769.363640000112355,1208270.102269999915734,1
218,2633699.771910000126809,1208273.921139999991283,1
219,2634043.517159999813884,1208288.610289999982342,1
220,2633860.855979999992996,1208304.602969999890774,1
221,2633428.857139999978244,1208306.142860000021756,1
222,2633428.735160000156611,1208326.224780000047758,1
223,2633998.000000000000000,1208337.000000000000000,1
224,2631908.128380000125617,1208359.520269999979064,1
225,2634026.027910000178963,1208368.001179999904707,1
226,2632053.672449999954551,1208414.457239999901503,1
227,2634573.750000000000000,1208463.000000000000000,1
228,2631863.375000000000000,1208466.699999999953434,1
229,2634217.444459999911487,1208475.928610000060871,1
230,2631851.431199999991804,1208481.406220000004396,1
231,2634425.019669999834150,1208481.761819999897853,1
232,2634579.625000000000000,1208501.750000000000000,1
233,2633666.874960000161082,1208509.975659999996424,1
234,2633664.659070000052452,1208522.548750000074506,1
235,2634299.750000000000000,1208526.500000000000000,1
236,2632362.125000000000000,1208541.500000000000000,1
237,2633785.750000000000000,1208553.750000000000000,1
238,2633701.180780000053346,1208578.568489999976009,1
239,2633822.583329999819398,1208573.940480000106618,1
240,2633829.250000000000000,1208577.277779999887571,1
241,2634229.437500000000000,1208578.562500000000000,1
242,2634417.250000000000000,1208582.250000000000000,1
243,2633798.278090000152588,1208583.143260000040755,1
244,2633725.659409999847412,1208598.044430000009015,1
245,2633868.552469999995083,1208603.787040000082925,1
246,2634553.783919999841601,1208609.910170000046492,1
247,2633756.979439999908209,1208612.496740000089630,1
248,2634557.406859999988228,1208618.039219999918714,1
249,2632602.667810000013560,1208641.421229999978095,1
250,2633770.219670000020415,1208635.849450000096112,1
251,2633734.295049999840558,1208652.069820000091568,1
252,2633616.191800000146031,1208666.554599999915808,1
253,2633744.419869999866933,1208666.384060000069439,1
254,2633667.090220000129193,1208675.015840000007302,1
255,2633812.980380000080913,1208677.348250000039116,1
256,2633759.548680000007153,1208693.727759999921545,1
257,2633850.113640000112355,1208703.000000000000000,1
258,2633838.966980000026524,1208708.976419999962673,1
259,2633749.106170000042766,1208708.199530000099912,1
260,2634256.033780000172555,1208710.722970000002533,1
261,2634251.250000000000000,1208717.000000000000000,1
262,2633265.250000000000000,1208721.500000000000000,1
263,2633752.750000000000000,1208727.750000000000000,1
264,2633945.500000000000000,1208746.000000000000000,1
265,2632744.388890000060201,1208755.194439999992028,1
266,2634267.416670000180602,1208756.154760000063106,1
267,2633617.977810000069439,1208755.223370000021532,1
268,2633830.667140000034124,1208763.061430000001565,1
269,2633876.734860000200570,1208774.880319999996573,1
270,2634215.276320000179112,1208790.565789999905974,1
271,2634263.115590000059456,1208785.413979999953881,1
272,2634274.453699999954551,1208802.379630000097677,1
273,2633907.621429999824613,1208811.314289999892935,1
274,2632764.227270000148565,1208813.795450000092387,1
275,2633738.729239999782294,1208824.111719999928027,1
276,2634277.804750000126660,1208841.384929999941960,1
277,2633809.016669999808073,1208846.738889999920502,1
278,2633792.353190000168979,1208842.048010000027716,1
279,2633997.178569999989122,1208851.621430000057444,1
280,2633791.407879999838769,1208851.703800000017509,1
281,2633748.791300000157207,1208852.586290000006557,1
282,2633898.862000000197440,1208847.854589999886230,1
283,2634219.833870000205934,1208838.558669999940321,1
284,2633785.702649999875575,1208860.065750000067055,1
285,2633839.142279999796301,1208855.453089999966323,1
286,2634018.588500000070781,1208835.156059999950230,1
287,2634280.821430000010878,1208870.589290000032634,1
288,2634224.273940000217408,1208866.372350000077859,1
289,2634150.972219999879599,1208877.657409999985248,1
290,2634276.500000000000000,1208879.750000000000000,1
291,2633762.172879999969155,1208878.186590000055730,1
292,2634217.998319999780506,1208880.994359999895096,1
293,2633835.750000000000000,1208883.000000000000000,1
294,2634140.314309999812394,1208910.744029999943450,1
295,2634113.003659999929368,1208912.582099999999627,1
296,2634176.966039999853820,1208915.509120000060648,1
297,2634126.437609999906272,1208919.714470000006258,1
298,2633288.514709999784827,1208958.004900000058115,1
299,2631450.273500000126660,1208938.934829999925569,1
300,2633765.250000000000000,1208972.500000000000000,1
301,2632359.101240000221878,1208978.072309999959543,1
302,2632544.983870000112802,1208998.209680000087246,1
303,2632658.411760000046343,1209013.764710000017658,1
304,2632665.016669999808073,1209023.916669999947771,1
305,2631289.375000000000000,1209039.717110000085086,1
306,2633966.193299999926239,1209042.739689999958500,1
307,2634032.842590000014752,1209043.712959999917075,1
308,2630794.564609999768436,1209070.587079999968410,1
309,2632450.139829999767244,1209112.029660000000149,1
310,2631237.130429999902844,1209118.728260000003502,1
311,2630720.914770000148565,1209146.482950000092387,1
312,2633106.625000000000000,1209145.500000000000000,1
313,2633787.783820000011474,1209159.771930000046268,1
314,2633386.020270000211895,1209168.060809999937192,1
315,2630905.880429999902844,1209174.858699999982491,1
316,2631878.836209999863058,1209175.939659999916330,1
317,2633229.250000000000000,1209182.000000000000000,1
318,2633334.159090000204742,1209194.295450000092387,1
319,2631721.496480000205338,1209198.031690000090748,1
320,2633526.535000000149012,1209227.520000000018626,1
321,2630816.750000000000000,1209255.250000000000000,1
322,2633566.662159999832511,1209255.844590000109747,1
323,2631830.440479999873787,1209261.607139999978244,1
324,2631416.421010000165552,1209270.867460000095889,1
325,2631551.944440000224859,1209277.972220000112429,1
326,2632872.250000000000000,1209292.500000000000000,1
327,2630874.000000000000000,1209309.000000000000000,1
328,2632797.500000000000000,1209325.750000000000000,1
329,2632332.881579999811947,1209347.671050000004470,1
330,2630871.681820000056177,1209346.863640000112355,1
331,2630891.000000000000000,1209374.500000000000000,1
332,2632730.280300000216812,1209378.931820000056177,1
333,2632766.750000000000000,1209387.250000000000000,1
334,2632724.891030000057071,1209387.397439999971539,1
335,2631226.433329999912530,1209409.100000000093132,1
336,2631222.989130000118166,1209417.097830000100657,1
337,2632269.075579999946058,1209422.843020000029355,1
338,2632931.000000000000000,1209431.750000000000000,1
339,2633012.580430000089109,1209449.676089999964461,1
340,2632998.407889999914914,1209465.287759999977425,1
341,2630785.434210000094026,1209471.276319999946281,1
342,2632968.000000000000000,1209475.750000000000000,1
343,2632964.985290000215173,1209476.926470000064000,1
344,2632635.831629999913275,1209484.392860000021756,1
345,2633015.750000000000000,1209486.250000000000000,1
346,2632955.519230000209063,1209493.269229999976233,1
347,2633007.333329999819398,1209512.166669999947771,1
348,2633082.972219999879599,1209523.194439999992028,1
349,2633081.625000000000000,1209528.750000000000000,1
350,2633249.250000000000000,1209543.750000000000000,1
351,2630712.625000000000000,1209585.250000000000000,1
352,2633036.144119999837130,1209601.250000000000000,1
353,2633041.620000000111759,1209617.929999999934807,1
354,2633786.681030000094324,1209633.336210000095889,1
355,2632192.500000000000000,1209644.000000000000000,1
356,2632763.960940000135452,1209646.101560000097379,1
357,2632640.691180000081658,1209647.147060000104830,1
358,2633764.750000000000000,1209656.597220000112429,1
359,2633791.000000000000000,1209655.500000000000000,1
360,2633028.024999999906868,1209664.412500000093132,1
361,2631008.808139999862760,1209669.552330000093207,1
362,2631524.338709999807179,1209669.709680000087246,1
363,2632775.155410000123084,1209671.925680000102147,1
364,2632771.694440000224859,1209687.347220000112429,1
365,2632428.990259999874979,1209687.016229999950156,1
366,2633217.500000000000000,1209697.250000000000000,1
367,2633248.207630000077188,1209703.614409999921918,1
368,2633069.099059999920428,1209703.636789999902248,1
369,2632360.250000000000000,1209719.054350000107661,1
370,2632759.807690000161529,1209745.423080000095069,1
371,2633084.125000000000000,1209746.000000000000000,1
372,2632758.774999999906868,1209748.574999999953434,1
373,2632781.010869999881834,1209755.423909999895841,1
374,2632792.375000000000000,1209757.750000000000000,1
375,2632764.500000000000000,1209760.750000000000000,1
376,2633617.782259999774396,1209779.040319999912754,1
377,2633574.375000000000000,1209786.750000000000000,1
378,2633582.177540000062436,1209797.836959999985993,1
379,2633722.959360000211746,1209837.299259999999776,1
380,2633404.440479999873787,1209843.607139999978244,1
381,2631300.214290000032634,1209860.880949999904260,1
382,2633159.488100000191480,1209864.750000000000000,1
383,2633359.022729999851435,1209880.568179999943823,1
384,2633707.212489999830723,1209880.299050000030547,1
385,2633358.194440000224859,1209884.111109999939799,1
386,2631333.090909999795258,1209923.314939999952912,1
387,2633642.125000000000000,1209952.750000000000000,1
388,2632304.750000000000000,1209955.750000000000000,1
389,2633656.000000000000000,1209970.750000000000000,1
390,2633017.443549999967217,1210124.137099999934435,1
391,2631826.977270000148565,1210175.704549999907613,1
392,2631819.875000000000000,1210222.750000000000000,1
393,2631925.500000000000000,1210240.250000000000000,1
394,2633023.667400000151247,1210256.836760000092909,1
395,2630772.648440000135452,1210288.652340000029653,1
396,2632644.625000000000000,1210299.086399999912828,1
397,2632436.318179999943823,1210299.060610000044107,1
398,2632637.033739999867976,1210349.539839999983087,1
399,2631784.656250000000000,1210393.750000000000000,1
400,2632036.144739999901503,1210398.092110000085086,1
401,2631775.271740000229329,1210435.315219999989495,1
402,2632605.173080000095069,1210475.500000000000000,1
403,2630884.500000000000000,1210477.688760000048205,1
404,2632512.875000000000000,1210523.250000000000000,1
405,2632591.125000000000000,1210522.750000000000000,1
406,2630748.397059999871999,1210542.867649999912828,1
407,2629499.314590000081807,1210816.482890000101179,1
408,2632526.293479999992996,1210821.184780000010505,1
409,2631175.376920000184327,1210836.899999999906868,1
410,2632653.537039999850094,1210864.814809999894351,1
411,2632249.777780000120401,1210897.500000000000000,1
412,2629996.750000000000000,1210958.750000000000000,1
413,2631787.859389999881387,1210972.529880000045523,1
414,2631770.874330000020564,1210983.668719999957830,1
415,2631277.125000000000000,1210999.750000000000000,1
416,2629101.566509999800473,1211001.438069999916479,1
417,2631752.073909999802709,1211006.479700000025332,1
418,2628800.102940000128001,1211088.816180000081658,1
419,2631801.945650000125170,1211110.641300000017509,1
420,2630637.986560000106692,1211135.298389999894425,1
421,2630542.000000000000000,1211177.250000000000000,1
422,2631815.750000000000000,1211213.500000000000000,1
423,2631828.250000000000000,1211212.000000000000000,1
424,2629849.937500000000000,1211274.916669999947771,1
425,2630616.000000000000000,1211286.250000000000000,1
426,2630029.906250000000000,1211308.812500000000000,1
427,2629109.943750000093132,1211309.824999999953434,1
428,2629805.964290000032634,1211347.297620000084862,1
429,2628617.340909999795258,1211347.607139999978244,1
430,2630129.411290000192821,1211404.266129999887198,1
431,2629677.663949999958277,1211410.047669999999925,1
432,2630430.925369999837130,1211411.843279999913648,1
433,2629619.798390000127256,1211499.014519999967888,1
434,2629984.342110000085086,1211566.907889999914914,1
435,2633955.349690000060946,1208813.090640000067651,1
436,2634028.483589999843389,1209101.495979999890551,1
437,2633970.304430000018328,1209104.416230000089854,1
