FID,x,y,lslpts
154,2770665.125000000000000,1182026.250000000000000,1
155,2770659.752189999911934,1182042.811400000005960,1
156,2771569.500000000000000,1182061.000000000000000,1
157,2769234.741909999866039,1182061.401189999887720,1
158,2768936.000000000000000,1182093.500000000000000,1
159,2768932.750000000000000,1182098.000000000000000,1
160,2769052.533780000172555,1182147.493239999981597,1
161,2769051.000000000000000,1182150.500000000000000,1
162,2773758.211790000088513,1182170.462619999889284,1
163,2770234.389380000066012,1182188.605280000017956,1
164,2773740.875000000000000,1182208.750000000000000,1
165,2769894.750000000000000,1182223.250000000000000,1
166,2769010.726189999841154,1182320.369050000095740,1
167,2768678.500000000000000,1182356.250000000000000,1
168,2766803.320869999937713,1182415.933070000028238,1
169,2772876.318179999943823,1182437.085230000084266,1
170,2772887.286390000022948,1182449.305470000021160,1
171,2773439.263890000060201,1182470.344439999898896,1
172,2773490.750000000000000,1182494.250000000000000,1
173,2773595.352890000212938,1182498.616559999994934,1
174,2768061.407300000078976,1182580.172199999913573,1
175,2770057.367649999912828,1182597.382350000087172,1
176,2766955.429609999991953,1182597.128640000009909,1
177,2766957.975810000207275,1182601.024190000025555,1
178,2766962.897059999871999,1182600.808819999918342,1
179,2766994.000000000000000,1182607.250000000000000,1
180,2768271.923080000095069,1182611.538459999952465,1
181,2767041.462330000009388,1182610.239730000030249,1
182,2766982.974049999844283,1182613.319619999965653,1
183,2766941.889200000092387,1182612.294239999959245,1
184,2766967.619570000097156,1182625.836959999985993,1
185,2766992.875000000000000,1182628.250000000000000,1
186,2766928.358820000197738,1182631.088239999953657,1
187,2768283.064290000125766,1182632.578569999895990,1
188,2766973.377909999806434,1182635.970930000068620,1
189,2767008.783330000005662,1182637.736670000012964,1
190,2767014.777910000178963,1182642.694189999951050,1
191,2773715.750000000000000,1182659.122639999957755,1
192,2767924.205879999790341,1182689.102939999895170,1
193,2773632.000000000000000,1182698.389720000093803,1
194,2773645.169139999896288,1182702.485640000086278,1
195,2773660.712119999807328,1182708.674240000080317,1
196,2773660.455130000133067,1182715.750000000000000,1
197,2773930.000000000000000,1182730.750000000000000,1
198,2773686.132610000204295,1182739.410870000021532,1
199,2773671.235210000071675,1182753.771189999999478,1
200,2773530.540730000007898,1182826.250000000000000,1
201,2773484.079899999778718,1182832.703609999967739,1
202,2773428.299670000094920,1182840.564569999929518,1
203,2773501.720590000040829,1182845.073529999936000,1
204,2773272.852890000212938,1182845.060809999937192,1
205,2773406.000000000000000,1182845.500000000000000,1
206,2773421.250000000000000,1182848.500000000000000,1
207,2773298.378789999987930,1182851.249479999998584,1
208,2773504.642049999907613,1182850.193179999943823,1
209,2773557.450949999969453,1182851.161189999897033,1
210,2770328.500000000000000,1182863.750000000000000,1
211,2773311.384850000031292,1182860.436370000010356,1
212,2772907.039470000192523,1182866.092110000085086,1
213,2772445.000000000000000,1182868.073259999975562,1
214,2773330.625000000000000,1182865.783240000018850,1
215,2773341.915339999832213,1182869.314930000109598,1
216,2773320.036729999817908,1182866.212779999943450,1
217,2770997.430000000167638,1182888.709999999962747,1
218,2773428.000000000000000,1182887.750000000000000,1
219,2773275.876060000155121,1182910.607980000087991,1
220,2767317.570509999990463,1182922.237179999938235,1
221,2767318.071080000139773,1182930.933819999918342,1
222,2767206.965189999900758,1182941.408229999942705,1
223,2770566.694440000224859,1182943.833330000052229,1
224,2773314.315789999905974,1182944.473680000053719,1
225,2773306.088860000018030,1182932.616429999936372,1
226,2767118.625000000000000,1182951.500000000000000,1
227,2767153.883930000010878,1182957.723209999967366,1
228,2773454.625000000000000,1182958.000000000000000,1
229,2773460.750000000000000,1182959.750000000000000,1
230,2773305.292119999881834,1182959.316120000090450,1
231,2770591.671879999805242,1182964.460939999902621,1
232,2773341.875000000000000,1182950.750000000000000,1
233,2773386.070749999955297,1182966.245279999915510,1
234,2773328.697370000183582,1182973.688599999994040,1
235,2773401.750000000000000,1182976.000000000000000,1
236,2773291.919269999954849,1182984.405090000014752,1
237,2773387.500000000000000,1182990.250000000000000,1
238,2773265.649220000021160,1182994.674709999933839,1
239,2773393.824070000089705,1183008.453699999954551,1
240,2773341.559520000126213,1183012.880949999904260,1
241,2767400.816480000037700,1183068.691129999933764,1
242,2767439.863200000021607,1183074.748959999997169,1
243,2770189.340909999795258,1183079.083330000052229,1
244,2770204.166670000180602,1183082.633330000098795,1
245,2773261.000000000000000,1183083.500000000000000,1
246,2770209.780609999783337,1183086.301019999897107,1
247,2770200.500000000000000,1183090.250000000000000,1
248,2773272.540000000037253,1183089.500000000000000,1
249,2770213.715909999795258,1183094.227269999915734,1
250,2767295.807359999977052,1183101.925659999949858,1
251,2770209.633719999808818,1183109.238369999919087,1
252,2767045.469299999997020,1183111.438599999994040,1
253,2767438.924910000059754,1183110.394319999963045,1
254,2767268.262420000042766,1183118.257089999970049,1
255,2767275.006860000081360,1183116.755099999951199,1
256,2767486.717199999839067,1183134.140519999898970,1
257,2771587.000000000000000,1183143.000000000000000,1
258,2767379.042150000110269,1183140.662229999899864,1
259,2767308.991959999781102,1183144.135719999903813,1
260,2767303.505319999996573,1183147.079790000105277,1
261,2767564.546130000147969,1183138.430799999972805,1
262,2771583.667719999793917,1183147.252099999925122,1
263,2767288.656740000005811,1183145.712079999968410,1
264,2767474.519239999819547,1183132.609040000010282,1
265,2771566.977909999899566,1183155.083619999932125,1
266,2767368.528169999830425,1183165.824920000042766,1
267,2767349.497800000011921,1183165.231189999962226,1
268,2770791.491940000094473,1183169.701610000105575,1
269,2767327.174490000121295,1183165.176220000023022,1
270,2767338.848389999940991,1183169.753070000093430,1
271,2770430.305559999775141,1183180.069439999992028,1
272,2770445.290539999958128,1183178.032899999991059,1
273,2771519.543159999884665,1183201.552840000018477,1
274,2771108.875000000000000,1183205.000000000000000,1
275,2767329.671050000004470,1183245.539469999959692,1
276,2770769.602940000128001,1183250.176470000064000,1
277,2767572.192989999894053,1183252.854109999956563,1
278,2770427.250000000000000,1183263.750000000000000,1
279,2767549.991380000021309,1183281.681030000094324,1
280,2767606.669300000183284,1183304.239169999957085,1
281,2770611.679010000079870,1183309.347980000078678,1
282,2767589.570280000101775,1183308.590839999960735,1
283,2768122.073530000168830,1183316.867649999912828,1
284,2768249.989130000118166,1183316.945649999892339,1
285,2767610.740000000223517,1183315.724230000050738,1
286,2767559.302379999775440,1183317.368349999887869,1
287,2767586.843210000079125,1183324.218949999893084,1
288,2767521.250000000000000,1183325.500000000000000,1
289,2767560.112889999989420,1183325.349260000046343,1
290,2768186.673909999895841,1183327.315219999989495,1
291,2768099.505319999996573,1183335.718090000096709,1
292,2767569.549149999860674,1183337.698719999985769,1
293,2768089.250000000000000,1183335.000000000000000,1
294,2767541.987149999942631,1183333.056799999903888,1
295,2768077.500000000000000,1183342.500000000000000,1
296,2768231.000000000000000,1183344.695310000097379,1
297,2768072.770000000018626,1183346.489999999990687,1
298,2768043.512500000186265,1183347.712499999906868,1
299,2767997.500000000000000,1183358.500000000000000,1
300,2768010.000000000000000,1183364.500000000000000,1
301,2768109.875000000000000,1183364.750000000000000,1
302,2768192.125000000000000,1183367.250000000000000,1
303,2768118.228259999770671,1183367.923909999895841,1
304,2767480.854710000101477,1183372.764660000102594,1
305,2768005.531799999997020,1183376.452879999997094,1
306,2767512.465859999880195,1183389.415430000051856,1
307,2768067.774999999906868,1183393.512499999953434,1
308,2767486.979509999975562,1183401.463109999895096,1
309,2768065.549999999813735,1183402.338890000013635,1
310,2767498.430949999950826,1183402.007139999885112,1
311,2768116.768519999925047,1183400.276940000010654,1
312,2768140.512159999925643,1183398.940540000097826,1
313,2767514.386359999887645,1183406.659089999971911,1
314,2768019.562500000000000,1183404.306249999906868,1
315,2768197.424999999813735,1183411.425000000046566,1
316,2767561.384020000230521,1183429.043809999944642,1
317,2767454.899100000038743,1183426.011440000031143,1
318,2767452.147590000182390,1183436.834340000059456,1
319,2768253.250000000000000,1183438.750000000000000,1
320,2771908.006909999996424,1183441.720840000081807,1
321,2768258.784949999768287,1183448.881719999946654,1
322,2768279.750000000000000,1183444.500000000000000,1
323,2767451.151990000158548,1183447.159470000071451,1
324,2767474.307579999789596,1183460.978550000116229,1
325,2773618.210570000112057,1183461.640339999925345,1
326,2770963.500000000000000,1183467.500000000000000,1
327,2767497.182450000196695,1183463.145109999924898,1
328,2767485.967790000140667,1183484.215259999968112,1
329,2767613.602169999852777,1183490.094909999985248,1
330,2771946.535709999967366,1183492.869050000095740,1
331,2772028.382530000060797,1183498.719879999989644,1
332,2773579.863750000018626,1183502.195449999999255,1
333,2771102.562500000000000,1183501.850000000093132,1
334,2767578.317869999911636,1183501.379510000115260,1
335,2767610.583699999842793,1183509.750000000000000,1
336,2773204.899499999824911,1183515.806460000108927,1
337,2773636.552329999860376,1183516.337210000026971,1
338,2767625.374170000199229,1183519.699500000104308,1
339,2771110.583329999819398,1183543.714290000032634,1
340,2771760.098209999967366,1183546.410709999967366,1
341,2767676.992860000114888,1183581.664289999986067,1
342,2773201.750000000000000,1183616.000000000000000,1
343,2767642.696810000110418,1183644.452130000106990,1
344,2771248.795450000092387,1183667.363640000112355,1
345,2771354.953949999995530,1183671.523030000040308,1
346,2767768.850000000093132,1183699.221429999917746,1
347,2771762.382540000136942,1183716.264889999991283,1
348,2771491.375000000000000,1183730.750000000000000,1
349,2773792.250000000000000,1183731.821430000010878,1
350,2770569.539770000148565,1183739.761359999887645,1
351,2773785.750000000000000,1183742.500000000000000,1
352,2767933.705589999910444,1183746.407889999914914,1
353,2772162.875000000000000,1183768.283330000005662,1
354,2768667.125000000000000,1183834.500000000000000,1
355,2773681.000000000000000,1183840.500000000000000,1
356,2773681.866669999901205,1183846.141670000040904,1
357,2773748.762500000186265,1183856.350000000093132,1
358,2768664.889779999852180,1183858.131719999946654,1
359,2773673.609860000200570,1183859.125430000014603,1
360,2767900.750000000000000,1183863.500000000000000,1
361,2767881.750000000000000,1183865.250000000000000,1
362,2773704.712960000149906,1183865.080250000115484,1
363,2772338.500000000000000,1183868.750000000000000,1
364,2768696.211170000024140,1183871.138349999906495,1
365,2770633.250000000000000,1183875.000000000000000,1
366,2767974.375000000000000,1183876.250000000000000,1
367,2767945.366069999989122,1183875.352680000010878,1
368,2767920.104199999943376,1183874.059480000054464,1
369,2773731.323199999984354,1183878.711260000010952,1
370,2768882.925439999904484,1183917.539469999959692,1
371,2770499.148440000135452,1183918.933590000029653,1
372,2773739.750000000000000,1183917.500000000000000,1
373,2767812.750000000000000,1183927.500000000000000,1
374,2767640.388890000060201,1183927.953699999954551,1
375,2767894.713270000182092,1183926.543880000011995,1
376,2768313.910000000149012,1183936.510000000009313,1
377,2768319.433819999918342,1183936.242649999912828,1
378,2768223.750000000000000,1183951.000000000000000,1
379,2768370.750000000000000,1183958.500000000000000,1
380,2768219.379029999952763,1183960.314520000014454,1
381,2774018.944440000224859,1183963.138890000060201,1
382,2771811.229210000019521,1183963.305810000048950,1
383,2768192.250000000000000,1183967.250000000000000,1
384,2768362.471909999847412,1183966.665730000007898,1
385,2768219.000000000000000,1183965.000000000000000,1
386,2768217.950000000186265,1183978.600000000093132,1
387,2768271.102589999791235,1183972.059429999906570,1
388,2768219.000000000000000,1183986.000000000000000,1
389,2772347.750000000000000,1183985.000000000000000,1
390,2772371.984689999837428,1183987.780610000016168,1
391,2772364.750000000000000,1183990.250000000000000,1
392,2768169.282790000084788,1184001.453019999898970,1
393,2768156.725300000049174,1183999.544590000063181,1
394,2767817.729999999981374,1184008.520000000018626,1
395,2768187.006860000081360,1184009.806120000081137,1
396,2768081.603380000218749,1184020.801380000077188,1
397,2768065.980769999790937,1184025.224360000109300,1
398,2772359.000000000000000,1184022.750000000000000,1
399,2768066.636359999887645,1184028.886359999887645,1
400,2768292.091669999994338,1184032.074999999953434,1
401,2768051.625000000000000,1184030.500000000000000,1
402,2768872.555970000103116,1184029.080019999993965,1
403,2768103.715909999795258,1184040.261359999887645,1
404,2768272.750000000000000,1184043.229620000114664,1
405,2768070.125000000000000,1184048.000000000000000,1
406,2767838.057690000161529,1184057.544870000099763,1
407,2767793.908330000005662,1184067.100000000093132,1
408,2768055.459999999962747,1184075.750000000000000,1
409,2767882.020829999819398,1184081.131939999992028,1
410,2767820.463239999953657,1184086.580880000023171,1
411,2767835.472219999879599,1184096.904880000045523,1
412,2767819.227270000148565,1184099.214290000032634,1
413,2767892.580360000021756,1184104.571430000010878,1
414,2772374.086959999985993,1184106.815219999989495,1
415,2768019.500000000000000,1184102.000000000000000,1
416,2772368.083329999819398,1184109.149999999906868,1
417,2767852.051080000121146,1184106.223119999980554,1
418,2767869.602560000028461,1184109.525639999890700,1
419,2772387.059729999862611,1184111.595130000030622,1
420,2768208.539470000192523,1184120.250000000000000,1
421,2767943.907139999791980,1184119.907140000024810,1
422,2767791.011539999861270,1184120.773079999955371,1
423,2767802.827320000156760,1184122.440720000071451,1
424,2772384.076919999904931,1184123.418800000101328,1
425,2768081.000000000000000,1184129.000000000000000,1
426,2767800.526320000179112,1184128.368419999955222,1
427,2774140.000000000000000,1184127.000000000000000,1
428,2767901.369640000164509,1184117.575620000017807,1
429,2767900.576919999904931,1184131.269229999976233,1
430,2767817.098480000160635,1184130.257579999975860,1
431,2767788.877909999806434,1184132.645349999889731,1
432,2768081.625000000000000,1184132.750000000000000,1
433,2767811.750000000000000,1184135.500000000000000,1
434,2767833.611789999995381,1184134.888210000004619,1
435,2767967.982559999916703,1184135.738369999919087,1
436,2768007.772470000199974,1184132.879209999926388,1
437,2767800.750000000000000,1184136.250000000000000,1
438,2767961.071430000010878,1184140.794639999978244,1
439,2768052.360960000194609,1184142.600679999915883,1
440,2768200.625000000000000,1184148.250000000000000,1
441,2767812.853899999987334,1184145.922079999931157,1
442,2767836.397059999871999,1184146.921570000005886,1
443,2767925.780489999800920,1184149.225610000081360,1
444,2768129.189189999829978,1184151.972970000002533,1
445,2767819.275390000082552,1184160.801750000100583,1
446,2768060.991069999989122,1184167.625000000000000,1
447,2768020.143620000220835,1184167.356380000011995,1
448,2768162.200000000186265,1184176.987500000046566,1
449,2767884.879929999820888,1184178.249060000060126,1
450,2767954.741690000053495,1184176.729220000095665,1
451,2768063.125000000000000,1184183.250000000000000,1
452,2768151.229309999849647,1184183.098280000034720,1
453,2767814.810709999874234,1184182.313259999966249,1
454,2767918.144919999875128,1184180.686639999970794,1
455,2767823.978920000139624,1184187.177709999959916,1
456,2768023.347939999774098,1184195.971649999963120,1
457,2767970.357460000086576,1184199.645809999899939,1
458,2767959.216049999929965,1184202.706789999967441,1
459,2768141.651519999839365,1184207.909089999971911,1
460,2769189.375000000000000,1184209.750000000000000,1
461,2767917.656250000000000,1184209.335939999902621,1
462,2767960.899999999906868,1184210.324999999953434,1
463,2772992.000000000000000,1184216.500000000000000,1
464,2768215.280489999800920,1184217.128049999941140,1
465,2768345.600469999946654,1184217.063079999992624,1
466,2767909.153229999821633,1184217.465540000004694,1
467,2767976.369049999862909,1184223.714290000032634,1
468,2767945.535070000216365,1184214.707299999892712,1
469,2768127.842110000085086,1184232.802630000049248,1
470,2768283.259800000116229,1184234.132350000087172,1
471,2768253.547830000054091,1184229.152990000089630,1
472,2767961.625000000000000,1184236.750000000000000,1
473,2771848.016669999808073,1184242.527779999887571,1
474,2768247.132350000087172,1184247.044119999976829,1
475,2767912.660259999800473,1184260.057689999928698,1
476,2768250.266129999887198,1184267.588710000040010,1
477,2768086.962780000176281,1184268.618789999978617,1
478,2768267.529569999780506,1184269.733870000112802,1
479,2768208.875000000000000,1184276.000000000000000,1
480,2768247.750000000000000,1184286.000000000000000,1
481,2768191.782259999774396,1184291.766129999887198,1
482,2768230.103660000022501,1184288.823169999988750,1
483,2768239.160550000146031,1184297.142199999885634,1
484,2771246.575000000186265,1184306.524999999906868,1
485,2768244.267539999913424,1184309.074560000095516,1
486,2768237.291670000180602,1184316.250000000000000,1
487,2769085.750000000000000,1184321.250000000000000,1
488,2768212.500000000000000,1184324.250000000000000,1
489,2768191.147439999971539,1184331.839739999966696,1
490,2768206.319999999832362,1184343.750000000000000,1
491,2768155.448309999890625,1184357.158850000007078,1
492,2775110.750000000000000,1184357.250000000000000,1
493,2769835.228759999852628,1184363.204309999942780,1
494,2768330.750000000000000,1184380.500000000000000,1
495,2769848.835529999807477,1184381.336790000088513,1
496,2768497.350000000093132,1184386.929999999934807,1
497,2768491.975810000207275,1184391.470429999986663,1
498,2768597.972219999879599,1184394.324070000089705,1
499,2768240.968770000152290,1184399.083959999959916,1
500,2768172.844659999944270,1184400.033980000065640,1
501,2769864.158799999859184,1184399.527639999985695,1
502,2775077.250000000000000,1184421.500000000000000,1
503,2769864.468809999991208,1184417.708289999980479,1
504,2769447.997609999962151,1184451.151529999915510,1
505,2769429.600550000090152,1184451.112280000001192,1
506,2768189.549999999813735,1184469.600000000093132,1
507,2769852.875000000000000,1184475.000000000000000,1
508,2772039.192309999838471,1184476.500000000000000,1
509,2769760.438839999958873,1184478.705379999941215,1
510,2769862.250000000000000,1184484.750000000000000,1
511,2772540.361109999939799,1184500.833330000052229,1
512,2769886.250000000000000,1184498.161760000046343,1
513,2769822.413459999952465,1184520.581729999976233,1
514,2769814.189389999955893,1184523.583330000052229,1
515,2769841.876470000017434,1184520.066360000055283,1
516,2774752.472219999879599,1184531.027779999887571,1
517,2769824.800640000030398,1184530.062979999929667,1
518,2774747.515850000083447,1184527.110980000114068,1
519,2769842.271319999825209,1184546.203669999958947,1
520,2768681.953699999954551,1184552.842590000014752,1
521,2768702.557690000161529,1184553.903849999886006,1
522,2769851.067569999955595,1184562.628139999927953,1
523,2769804.323969999793917,1184562.393840000033379,1
524,2769849.039580000098795,1184573.077860000077635,1
525,2769845.603839999996126,1184584.128929999889806,1
526,2772739.500000000000000,1184600.500000000000000,1
527,2772108.132350000087172,1184624.161760000046343,1
528,2769574.000000000000000,1184644.250000000000000,1
529,2768547.233779999893159,1184668.064509999938309,1
530,2768643.226509999949485,1184669.929550000000745,1
531,2769049.712369999848306,1184669.104839999927208,1
532,2774939.824390000198036,1184673.876560000004247,1
533,2774929.374499999918044,1184697.812320000026375,1
534,2768616.945309999864548,1184705.226560000097379,1
535,2772836.750000000000000,1184742.000000000000000,1
536,2768863.234999999869615,1184751.050000000046566,1
537,2769755.125000000000000,1184755.250000000000000,1
538,2768666.455879999790341,1184757.250000000000000,1
539,2769734.970559999812394,1184813.142190000042319,1
540,2769656.992329999804497,1184820.846820000093430,1
541,2769131.903849999886006,1184825.913459999952465,1
542,2775448.428950000088662,1184828.020610000006855,1
543,2775442.744560000021011,1184828.093929999973625,1
544,2769729.000000000000000,1184830.500000000000000,1
545,2769786.500000000000000,1184830.000000000000000,1
546,2769151.093750000000000,1184831.812500000000000,1
547,2769747.125000000000000,1184829.750000000000000,1
548,2769717.092819999903440,1184836.810939999995753,1
549,2768833.000000000000000,1184840.555560000007972,1
550,2769135.781250000000000,1184849.177080000052229,1
551,2774953.666670000180602,1184851.388890000060201,1
552,2774303.111109999939799,1184857.111109999939799,1
553,2774190.875000000000000,1184865.256939999992028,1
554,2775204.875000000000000,1184877.750000000000000,1
555,2774031.439999999944121,1184882.860000000102445,1
556,2775933.750000000000000,1184888.750000000000000,1
557,2775162.627739999908954,1184891.870390000054613,1
558,2768940.274590000044554,1184892.618849999969825,1
559,2769675.625000000000000,1184897.750000000000000,1
560,2769119.374460000079125,1184892.965109999990091,1
561,2769727.125000000000000,1184904.750000000000000,1
562,2768956.940369999967515,1184902.185779999941587,1
563,2769671.125000000000000,1184907.500000000000000,1
564,2768945.660449999850243,1184907.473879999946803,1
565,2769674.750000000000000,1184909.000000000000000,1
566,2769676.659080000128597,1184915.526159999892116,1
567,2769709.971299999859184,1184920.037599999923259,1
568,2769649.750000000000000,1184922.750000000000000,1
569,2772610.769129999913275,1184921.722679999889806,1
570,2769693.673080000095069,1184926.814100000075996,1
571,2772932.768519999925047,1184927.425929999910295,1
572,2770498.222219999879599,1184928.861109999939799,1
573,2774481.931210000067949,1184929.538590000011027,1
574,2775332.690909999888390,1184935.250000000000000,1
575,2774324.000000000000000,1184938.250000000000000,1
576,2768972.750000000000000,1184939.250000000000000,1
577,2774292.715520000085235,1184944.336210000095889,1
578,2774359.750000000000000,1184948.750000000000000,1
579,2770688.089999999850988,1184961.409999999916181,1
580,2773136.796029999852180,1184981.180159999988973,1
