FID,x,y,lslpts
287,2593862.140050000045449,1143045.598169999895617,1
288,2594616.194440000224859,1143050.472220000112429,1
289,2595485.549130000174046,1143048.210979999974370,1
290,2593906.540699999779463,1143054.063950000097975,1
291,2595178.520150000229478,1143055.332789999898523,1
292,2593903.320569999981672,1143056.470720000099391,1
293,2593616.000000000000000,1143061.252060000086203,1
294,2594027.629999999888241,1143062.889999999897555,1
295,2595425.250000000000000,1143055.500000000000000,1
296,2593865.392860000021756,1143063.666669999947771,1
297,2595288.579270000103861,1143066.892280000029132,1
298,2595275.091550000011921,1143067.514080000109971,1
299,2594635.060339999850839,1143071.405169999925420,1
300,2594579.659719999879599,1143069.006939999992028,1
301,2595197.773880000226200,1143062.847689999965951,1
302,2593906.309630000032485,1143070.805050000082701,1
303,2595192.250000000000000,1143076.750000000000000,1
304,2593923.990819999948144,1143073.733669999986887,1
305,2593059.212499999906868,1143080.125000000000000,1
306,2594641.500000000000000,1143079.750000000000000,1
307,2594701.632720000110567,1143081.382720000110567,1
308,2594653.128049999941140,1143085.158539999974892,1
309,2595489.396339999977499,1143086.310980000067502,1
310,2593863.713889999780804,1143081.125269999960437,1
311,2594619.389640000183135,1143129.993130000075325,1
312,2594668.250000000000000,1143089.000000000000000,1
313,2593964.750000000000000,1143095.250000000000000,1
314,2594571.832719999831170,1143092.490740000037476,1
315,2595189.250000000000000,1143098.000000000000000,1
316,2594706.077980000060052,1143099.172019999939948,1
317,2593076.875000000000000,1143102.750000000000000,1
318,2594591.867649999912828,1143104.838239999953657,1
319,2595046.697829999960959,1143102.606519999913871,1
320,2595398.443179999943823,1143104.693179999943823,1
321,2593341.250000000000000,1143104.500000000000000,1
322,2595414.507610000204295,1143100.976169999921694,1
323,2593105.000000000000000,1143110.000000000000000,1
324,2594696.966219999827445,1143109.020269999979064,1
325,2593926.773810000158846,1143108.535709999967366,1
326,2593991.344339999835938,1143110.382079999893904,1
327,2593673.053609999828041,1143112.750000000000000,1
328,2594598.500000000000000,1143108.750000000000000,1
329,2595183.930230000056326,1143114.145349999889731,1
330,2593093.140620000194758,1143115.609380000038072,1
331,2593985.527780000120401,1143117.666669999947771,1
332,2594577.628949999809265,1143114.894739999901503,1
333,2593963.949060000013560,1143103.550939999986440,1
334,2593064.250000000000000,1143124.250000000000000,1
335,2595429.833449999801815,1143115.839209999889135,1
336,2594649.174999999813735,1143128.875000000000000,1
337,2593938.125000000000000,1143118.500000000000000,1
338,2594652.812500000000000,1143129.562500000000000,1
339,2593714.052809999790043,1143127.767590000061318,1
340,2595148.592110000085086,1143132.583330000052229,1
341,2594579.500000000000000,1143130.750000000000000,1
342,2593825.893199999816716,1143091.686930000083521,1
343,2593593.750000000000000,1143135.500000000000000,1
344,2593587.250000000000000,1143132.250000000000000,1
345,2594652.345889999996871,1143138.599320000037551,1
346,2593995.173270000144839,1143130.693170000100508,1
347,2595055.875000000000000,1143142.750000000000000,1
348,2592479.399999999906868,1143144.616669999901205,1
349,2593294.637029999867082,1143146.316189999924973,1
350,2594641.750000000000000,1143141.000000000000000,1
351,2595415.200809999834746,1143148.750000000000000,1
352,2593035.191569999791682,1143155.541059999959543,1
353,2593987.250000000000000,1143016.812810000032187,1
354,2594025.174699999857694,1143151.750370000023395,1
355,2593721.674660000018775,1143156.443389999913052,1
356,2594060.767649999819696,1143163.255880000069737,1
357,2595058.750000000000000,1143163.750000000000000,1
358,2595050.500000000000000,1143160.750000000000000,1
359,2594004.875000000000000,1143159.250000000000000,1
360,2592991.000000000000000,1143168.000000000000000,1
361,2595066.867709999904037,1143163.719139999942854,1
362,2594308.273080000188202,1143173.611539999954402,1
363,2593020.009999999776483,1143175.250000000000000,1
364,2593077.538350000046194,1143192.371569999959320,1
365,2593127.294189999811351,1143196.714960000012070,1
366,2595630.309520000126213,1143215.869050000095740,1
367,2594649.484619999770075,1143214.339739999966696,1
368,2593085.877909999806434,1143223.261630000080913,1
369,2593151.000000000000000,1143223.750000000000000,1
370,2593167.899999999906868,1143226.233329999959096,1
371,2593146.720590000040829,1143232.470590000040829,1
372,2593157.815570000093430,1143232.233609999995679,1
373,2593188.250000000000000,1143232.500000000000000,1
374,2593148.687500000000000,1143241.083330000052229,1
375,2593072.548249999992549,1143242.083330000052229,1
376,2594753.843710000161082,1143316.924619999947026,1
377,2593753.583920000120997,1143226.610570000018924,1
378,2595740.886359999887645,1143250.454549999907613,1
379,2593541.250000000000000,1143249.976419999962673,1
380,2594050.000000000000000,1143255.000000000000000,1
381,2593132.625000000000000,1143256.321019999915734,1
382,2593330.845739999786019,1143259.930849999887869,1
383,2593863.250000000000000,1143254.000000000000000,1
384,2592314.375969999935478,1143263.519169999985024,1
385,2595790.884620000142604,1143268.057689999928698,1
386,2593847.904959999956191,1143264.745330000063404,1
387,2592336.101090000011027,1143266.307929999893531,1
388,2592347.266619999893010,1143263.566349999979138,1
389,2592329.523399999830872,1143269.182730000000447,1
390,2593394.653440000023693,1143272.135809999890625,1
391,2593571.541120000183582,1143273.734879999887198,1
392,2594052.000000000000000,1143273.000000000000000,1
393,2592290.586730000097305,1143274.137760000070557,1
394,2595746.750000000000000,1143271.500000000000000,1
395,2592335.211949999909848,1143272.119209999917075,1
396,2593525.250000000000000,1143275.500000000000000,1
397,2595708.950000000186265,1143275.391670000040904,1
398,2593257.647059999871999,1143275.845590000040829,1
399,2592315.097560000140220,1143277.707320000045002,1
400,2592337.277830000035465,1143278.762319999979809,1
401,2592328.375000000000000,1143280.250000000000000,1
402,2592341.991909999866039,1143279.514889999991283,1
403,2593211.237129999790341,1143283.775189999956638,1
404,2594102.461540000047535,1143286.384619999909773,1
405,2592341.467629999853671,1143287.321229999884963,1
406,2595703.500000000000000,1143284.250000000000000,1
407,2593059.500000000000000,1143288.000000000000000,1
408,2595724.375000000000000,1143285.750000000000000,1
409,2593541.766079999972135,1143287.912419999949634,1
410,2594100.234850000124425,1143290.371210000012070,1
411,2593789.587210000026971,1143292.587210000026971,1
412,2594036.273260000161827,1143292.703489999985322,1
413,2593800.983870000112802,1143292.758059999905527,1
414,2593638.875000000000000,1143294.925000000046566,1
415,2593759.018379999790341,1143292.705880000023171,1
416,2595719.867649999912828,1143295.926470000064000,1
417,2595713.527780000120401,1143296.255559999961406,1
418,2592337.750000000000000,1143293.750000000000000,1
419,2595639.375000000000000,1143294.250000000000000,1
420,2592308.000000000000000,1143296.500000000000000,1
421,2595697.638890000060201,1143299.555560000007972,1
422,2593836.246009999886155,1143297.428250000113621,1
423,2595768.375000000000000,1143300.000000000000000,1
424,2592318.358609999995679,1143292.522989999968559,1
425,2593769.296300000045449,1143301.750000000000000,1
426,2593621.835709999781102,1143302.149999999906868,1
427,2595775.767210000194609,1143302.134839999955148,1
428,2595689.000000000000000,1143290.750000000000000,1
429,2593846.250000000000000,1143302.000000000000000,1
430,2595738.191560000181198,1143300.566409999970347,1
431,2593259.459189999848604,1143306.694929999997839,1
432,2593912.416670000180602,1143306.071430000010878,1
433,2593897.779480000026524,1143305.631289999932051,1
434,2593857.000000000000000,1143307.250000000000000,1
435,2593931.500000000000000,1143309.011669999919832,1
436,2595673.108969999942929,1143306.311250000027940,1
437,2595735.466669999994338,1143311.149999999906868,1
438,2593906.470129999797791,1143309.973939999938011,1
439,2593646.850000000093132,1143313.449999999953434,1
440,2593839.684779999777675,1143311.559780000010505,1
441,2593783.125000000000000,1143304.500000000000000,1
442,2593816.044120000209659,1143315.308819999918342,1
443,2592307.000000000000000,1143307.250000000000000,1
444,2593803.013160000089556,1143317.355260000098497,1
445,2595689.625000000000000,1143318.250000000000000,1
446,2594097.250000000000000,1143319.224050000077114,1
447,2592316.750000000000000,1143318.500000000000000,1
448,2595718.750000000000000,1143318.250000000000000,1
449,2593905.133069999981672,1143317.729539999971166,1
450,2593840.078569999895990,1143322.721429999917746,1
451,2593340.071700000204146,1143322.149459999985993,1
452,2592311.875000000000000,1143325.000000000000000,1
453,2594089.482359999790788,1143326.693870000075549,1
454,2595697.010069999843836,1143324.125460000010207,1
455,2593805.867120000068098,1143326.972970000002533,1
456,2594039.000000000000000,1143332.079399999929592,1
457,2593957.273810000158846,1143333.059519999893382,1
458,2594069.223400000017136,1143332.031909999903291,1
459,2595695.725310000125319,1143335.953699999954551,1
460,2592301.250000000000000,1143329.000000000000000,1
461,2595664.408729999791831,1143336.781750000081956,1
462,2593888.033950000070035,1143322.005959999980405,1
463,2593263.625000000000000,1143338.828130000038072,1
464,2593246.808819999918342,1143340.985289999982342,1
465,2593857.883969999849796,1143336.854079999960959,1
466,2593891.375000000000000,1143341.500000000000000,1
467,2595574.750000000000000,1143327.000000000000000,1
468,2593831.125000000000000,1143331.750000000000000,1
469,2593975.891030000057071,1143342.762820000061765,1
470,2595788.824630000162870,1143342.324629999930039,1
471,2595689.708879999816418,1143419.404700000071898,1
472,2593990.662479999940842,1143345.938619999913499,1
473,2593775.919639999978244,1143344.642220000037923,1
474,2592284.000000000000000,1143338.000000000000000,1
475,2593940.750000000000000,1143349.500000000000000,1
476,2595654.178569999989122,1143348.188779999967664,1
477,2595628.500000000000000,1143334.906329999910668,1
478,2595596.250000000000000,1143354.568479999899864,1
479,2593898.907860000152141,1143349.666639999952167,1
480,2595214.774230000097305,1143359.007629999890924,1
481,2593964.061970000155270,1143357.791310000000522,1
482,2594004.453699999954551,1143362.120369999902323,1
483,2593796.000000000000000,1143358.750000000000000,1
484,2593979.396149999927729,1143362.219229999929667,1
485,2593911.500000000000000,1143365.750000000000000,1
486,2595725.468750000000000,1143365.046880000038072,1
487,2595785.000000000000000,1143365.750000000000000,1
488,2594068.297730000223964,1143366.718300000065938,1
489,2593882.360559999942780,1143366.541140000103042,1
490,2593868.238770000170916,1143370.539249999914318,1
491,2595734.727270000148565,1143371.886359999887645,1
492,2593255.691180000081658,1143372.220590000040829,1
493,2593644.485290000215173,1143372.676470000064000,1
494,2593240.963130000047386,1143371.586730000097305,1
495,2594009.000000000000000,1143369.627369999885559,1
496,2595719.125000000000000,1143373.250000000000000,1
497,2593940.773260000161827,1143375.428289999952540,1
498,2593998.875000000000000,1143377.183819999918342,1
499,2593851.612749999854714,1143376.808819999918342,1
500,2594023.016540000215173,1143374.000000000000000,1
501,2593276.000000000000000,1143378.500000000000000,1
502,2593841.750000000000000,1143376.500000000000000,1
503,2593933.503519999794662,1143377.940140000078827,1
504,2593848.024189999792725,1143381.120970000047237,1
505,2593653.637759999837726,1143377.198980000102893,1
506,2595702.500000000000000,1143381.000000000000000,1
507,2595611.361109999939799,1143381.527779999887571,1
508,2593852.789059999864548,1143382.671880000038072,1
509,2593989.074630000162870,1143379.000000000000000,1
510,2593882.599299999885261,1143382.395269999979064,1
511,2593857.937500000000000,1143384.732139999978244,1
512,2593871.500000000000000,1143381.750000000000000,1
513,2594102.149509999901056,1143384.506850000005215,1
514,2594009.000000000000000,1143385.470879999920726,1
515,2595708.497429999988526,1143390.963569999905303,1
516,2593926.645450000185519,1143391.495450000045821,1
517,2595642.000000000000000,1143393.068770000012591,1
518,2593865.979999999981374,1143395.000000000000000,1
519,2593883.000000000000000,1143395.750000000000000,1
520,2593888.250000000000000,1143395.500000000000000,1
521,2595486.808819999918342,1143398.808819999918342,1
522,2593638.461540000047535,1143400.615380000090227,1
523,2595629.628049999941140,1143400.310980000067502,1
524,2595591.125000000000000,1143370.000000000000000,1
525,2593398.334669999778271,1143404.245439999969676,1
526,2592285.877119999844581,1143403.161019999999553,1
527,2593893.745149999856949,1143403.793689999962226,1
528,2593900.087210000026971,1143407.761630000080913,1
529,2593891.416670000180602,1143409.795450000092387,1
530,2593908.270000000018626,1143409.709999999962747,1
531,2592288.701609999872744,1143410.395160000072792,1
532,2595620.500000000000000,1143407.250000000000000,1
533,2595270.750000000000000,1143412.092110000085086,1
534,2593315.434210000094026,1143413.289469999959692,1
535,2592114.035190000198781,1143410.164809999987483,1
536,2593300.250000000000000,1143416.750000000000000,1
537,2593312.119049999862909,1143416.178569999989122,1
538,2592285.927079999819398,1143414.557289999909699,1
539,2595571.930230000056326,1143416.598840000107884,1
540,2593874.020459999796003,1143415.758900000015274,1
541,2593868.346770000178367,1143420.604839999927208,1
542,2594026.786640000063926,1143520.041500000050291,1
543,2593888.375000000000000,1143420.250000000000000,1
544,2593301.750000000000000,1143421.804830000037327,1
545,2593851.068179999943823,1143422.113640000112355,1
546,2594282.250000000000000,1143423.500000000000000,1
547,2593835.631229999940842,1143421.750000000000000,1
548,2593286.823499999940395,1143424.745820000069216,1
549,2594017.333329999819398,1143426.444439999992028,1
550,2594009.443179999943823,1143427.965910000028089,1
551,2593154.330000000074506,1143429.370000000111759,1
552,2594181.096150000113994,1143429.000000000000000,1
553,2593909.253250000067055,1143429.980119999963790,1
554,2593863.921949999872595,1143425.398120000027120,1
555,2594079.977270000148565,1143430.386359999887645,1
556,2595414.649679999798536,1143425.757960000075400,1
557,2593170.500000000000000,1143430.250000000000000,1
558,2594002.025510000064969,1143433.301019999897107,1
559,2593798.314170000143349,1143434.442550000036135,1
560,2594230.360009999945760,1143436.331220000050962,1
561,2592286.332609999924898,1143437.358699999982491,1
562,2594052.945650000125170,1143440.184780000010505,1
563,2593149.692489999812096,1143440.868539999937639,1
564,2594188.094829999841750,1143442.422410000115633,1
565,2593991.469779999926686,1143440.939560000086203,1
566,2592255.694440000224859,1143444.879630000097677,1
567,2594105.553569999989122,1143445.214290000032634,1
568,2594132.000000000000000,1143445.250000000000000,1
569,2593764.125000000000000,1143447.250000000000000,1
570,2593928.500000000000000,1143446.250000000000000,1
571,2594243.988260000012815,1143448.462120000040159,1
572,2594004.720590000040829,1143448.514710000017658,1
573,2594069.750000000000000,1143446.500000000000000,1
574,2592265.750000000000000,1143446.250000000000000,1
575,2592134.455879999790341,1143449.779409999959171,1
576,2594210.476420000195503,1143448.891509999986738,1
577,2593888.250000000000000,1143443.500000000000000,1
578,2594152.500000000000000,1143449.250000000000000,1
579,2594062.276320000179112,1143451.855260000098497,1
580,2594096.875000000000000,1143451.750000000000000,1
